"activity" "subject" "variable" "average_value"
"STANDING" 3 "fBodyAcc-mean()-Y" -0.501779938505279
"WALKING_DOWNSTAIRS" 4 "fBodyAcc-mean()-Y" -0.52583456615142
"STANDING" 5 "fBodyAcc-mean()-Y" -0.440232431795033
"STANDING" 6 "fBodyAcc-mean()-Y" -0.392041410138769
"STANDING" 7 "fBodyAcc-mean()-Y" -0.563547785174026
"STANDING" 8 "fBodyAcc-mean()-Y" -0.374944236206406
"WALKING_DOWNSTAIRS" 9 "fBodyAcc-mean()-Y" -0.610267804090278
"WALKING_DOWNSTAIRS" 10 "fBodyAcc-mean()-Y" -0.494651474235034
"SITTING" 11 "fBodyAcc-mean()-Y" -0.528901169711338
"STANDING" 11 "fBodyAcc-mean()-Y" -0.93244833
"WALKING_DOWNSTAIRS" 12 "fBodyAcc-mean()-Y" -0.639850919291089
"WALKING_UPSTAIRS" 12 "fBodyAcc-mean()-Y" -0.323745588960169
"WALKING_UPSTAIRS" 13 "fBodyAcc-mean()-Y" -0.493467193137125
"SITTING" 14 "fBodyAcc-mean()-Y" -0.455237617000929
"SITTING" 15 "fBodyAcc-mean()-Y" -0.507735205778384
"SITTING" 16 "fBodyAcc-mean()-Y" -0.671572147098798
"SITTING" 17 "fBodyAcc-mean()-Y" -0.601741376260245
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Y" -0.663659666593407
"LAYING" 19 "fBodyAcc-mean()-Y" -0.400042026700426
"SITTING" 19 "fBodyAcc-mean()-Y" -0.962408410897436
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-Y" -0.426398722000395
"LAYING" 21 "fBodyAcc-mean()-Y" -0.59377821414902
"LAYING" 22 "fBodyAcc-mean()-Y" -0.508172778206231
"LAYING" 23 "fBodyAcc-mean()-Y" -0.548483208943548
"WALKING_UPSTAIRS" 24 "fBodyAcc-mean()-Y" -0.611509042586877
"LAYING" 25 "fBodyAcc-mean()-Y" -0.600027697242054
"LAYING" 26 "fBodyAcc-mean()-Y" -0.764578737986842
"WALKING" 26 "fBodyAcc-mean()-Y" -0.512795660234167
"WALKING" 27 "fBodyAcc-mean()-Y" -0.641267840429521
"WALKING" 28 "fBodyAcc-mean()-Y" -0.584932500113874
"WALKING" 29 "fBodyAcc-mean()-Y" -0.587686308146221
"WALKING" 30 "fBodyAcc-mean()-Y" -0.560863889992895
"WALKING_DOWNSTAIRS" 30 "fBodyAcc-mean()-Y" -0.257798546666667
"STANDING" 1 "fBodyAcc-mean()-Z" -0.596411165253602
"WALKING_DOWNSTAIRS" 2 "fBodyAcc-mean()-Z" -0.630081222124834
"STANDING" 3 "fBodyAcc-mean()-Z" -0.699656828592375
"WALKING_DOWNSTAIRS" 4 "fBodyAcc-mean()-Z" -0.755235428895899
"STANDING" 5 "fBodyAcc-mean()-Z" -0.696171811490066
"STANDING" 6 "fBodyAcc-mean()-Z" -0.683725945015385
"STANDING" 7 "fBodyAcc-mean()-Z" -0.531005941495552
"STANDING" 8 "fBodyAcc-mean()-Z" -0.550979388719929
"WALKING_DOWNSTAIRS" 9 "fBodyAcc-mean()-Z" -0.592119122804271
"WALKING_DOWNSTAIRS" 10 "fBodyAcc-mean()-Z" -0.655062273211565
"SITTING" 11 "fBodyAcc-mean()-Z" -0.748594813630573
"STANDING" 11 "fBodyAcc-mean()-Z" -0.974745295
"WALKING_DOWNSTAIRS" 12 "fBodyAcc-mean()-Z" -0.725252300544554
"WALKING_UPSTAIRS" 12 "fBodyAcc-mean()-Z" -0.729016406186441
"WALKING_UPSTAIRS" 13 "fBodyAcc-mean()-Z" -0.629736258731804
"SITTING" 14 "fBodyAcc-mean()-Z" -0.440650672343653
"SITTING" 15 "fBodyAcc-mean()-Z" -0.741745724698171
"SITTING" 16 "fBodyAcc-mean()-Z" -0.660989948160437
"SITTING" 17 "fBodyAcc-mean()-Z" -0.718947424896739
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Z" -0.761229192087912
"LAYING" 19 "fBodyAcc-mean()-Z" -0.557277430894504
"SITTING" 19 "fBodyAcc-mean()-Z" -0.971502972692308
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-Z" -0.665006945724294
"LAYING" 21 "fBodyAcc-mean()-Z" -0.707713799021814
"LAYING" 22 "fBodyAcc-mean()-Z" -0.687320961149533
"LAYING" 23 "fBodyAcc-mean()-Z" -0.49021281618414
"WALKING_UPSTAIRS" 24 "fBodyAcc-mean()-Z" -0.65585899482231
"LAYING" 25 "fBodyAcc-mean()-Z" -0.738509947579462
"LAYING" 26 "fBodyAcc-mean()-Z" -0.819468786973684
"WALKING" 26 "fBodyAcc-mean()-Z" -0.663611710604167
"WALKING" 27 "fBodyAcc-mean()-Z" -0.715482857547872
"WALKING" 28 "fBodyAcc-mean()-Z" -0.715134474431937
"WALKING" 29 "fBodyAcc-mean()-Z" -0.680547675465116
"WALKING" 30 "fBodyAcc-mean()-Z" -0.637566464086842
"WALKING_DOWNSTAIRS" 30 "fBodyAcc-mean()-Z" -0.30462237
"STANDING" 1 "fBodyAcc-meanFreq()-X" -0.180558714010749
"WALKING_DOWNSTAIRS" 2 "fBodyAcc-meanFreq()-X" -0.106763418901788
"STANDING" 3 "fBodyAcc-meanFreq()-X" -0.192817340495308
"WALKING_DOWNSTAIRS" 4 "fBodyAcc-meanFreq()-X" -0.184518571319811
"STANDING" 5 "fBodyAcc-meanFreq()-X" -0.226370689942053
"STANDING" 6 "fBodyAcc-meanFreq()-X" -0.191537066813538
"STANDING" 7 "fBodyAcc-meanFreq()-X" -0.311790512382468
"STANDING" 8 "fBodyAcc-meanFreq()-X" -0.216022261686477
"WALKING_DOWNSTAIRS" 9 "fBodyAcc-meanFreq()-X" -0.291349229752569
"WALKING_DOWNSTAIRS" 10 "fBodyAcc-meanFreq()-X" -0.156150832113776
"SITTING" 11 "fBodyAcc-meanFreq()-X" -0.227199722951592
"STANDING" 11 "fBodyAcc-meanFreq()-X" 0.22141003
"WALKING_DOWNSTAIRS" 12 "fBodyAcc-meanFreq()-X" -0.167876442744406
"WALKING_UPSTAIRS" 12 "fBodyAcc-meanFreq()-X" -0.210891422016949
"WALKING_UPSTAIRS" 13 "fBodyAcc-meanFreq()-X" -0.222056646711315
"SITTING" 14 "fBodyAcc-meanFreq()-X" -0.319171141631269
"SITTING" 15 "fBodyAcc-meanFreq()-X" -0.218637119967988
"SITTING" 16 "fBodyAcc-meanFreq()-X" -0.238570460241803
"SITTING" 17 "fBodyAcc-meanFreq()-X" -0.226292383353533
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-X" -0.210288060037014
"LAYING" 19 "fBodyAcc-meanFreq()-X" -0.23845736046922
"SITTING" 19 "fBodyAcc-meanFreq()-X" -0.118346233475641
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-X" -0.228177936580508
"LAYING" 21 "fBodyAcc-meanFreq()-X" -0.230976168156039
"LAYING" 22 "fBodyAcc-meanFreq()-X" -0.181031984073891
"LAYING" 23 "fBodyAcc-meanFreq()-X" -0.20872442068086
"WALKING_UPSTAIRS" 24 "fBodyAcc-meanFreq()-X" -0.263352298517585
"LAYING" 25 "fBodyAcc-meanFreq()-X" -0.306657190525183
"LAYING" 26 "fBodyAcc-meanFreq()-X" -0.153860072832895
"WALKING" 26 "fBodyAcc-meanFreq()-X" -0.266046802693333
"WALKING" 27 "fBodyAcc-meanFreq()-X" -0.170304284611436
"WALKING" 28 "fBodyAcc-meanFreq()-X" -0.217894722988743
"WALKING" 29 "fBodyAcc-meanFreq()-X" -0.165350787567733
"WALKING" 30 "fBodyAcc-meanFreq()-X" -0.301174332863684
"WALKING_DOWNSTAIRS" 30 "fBodyAcc-meanFreq()-X" -0.50557698
"STANDING" 1 "fBodyAcc-meanFreq()-Y" 0.0576291646962536
"WALKING_DOWNSTAIRS" 2 "fBodyAcc-meanFreq()-Y" 0.105734176023146
"STANDING" 3 "fBodyAcc-meanFreq()-Y" 0.0389282523284457
"WALKING_DOWNSTAIRS" 4 "fBodyAcc-meanFreq()-Y" 0.0847707537883281
"STANDING" 5 "fBodyAcc-meanFreq()-Y" 0.0748636861897351
"STANDING" 6 "fBodyAcc-meanFreq()-Y" 0.0590114878605846
"STANDING" 7 "fBodyAcc-meanFreq()-Y" -0.0300713296399351
"STANDING" 8 "fBodyAcc-meanFreq()-Y" 0.0263297524124555
"WALKING_DOWNSTAIRS" 9 "fBodyAcc-meanFreq()-Y" -0.0879003298041667
"WALKING_DOWNSTAIRS" 10 "fBodyAcc-meanFreq()-Y" 0.0948129948809524
"SITTING" 11 "fBodyAcc-meanFreq()-Y" 0.031724435811465
"STANDING" 11 "fBodyAcc-meanFreq()-Y" 0.052376705
"WALKING_DOWNSTAIRS" 12 "fBodyAcc-meanFreq()-Y" -0.00589478987178218
"WALKING_UPSTAIRS" 12 "fBodyAcc-meanFreq()-Y" 0.130660145145763
"WALKING_UPSTAIRS" 13 "fBodyAcc-meanFreq()-Y" -0.0348311463927523
"SITTING" 14 "fBodyAcc-meanFreq()-Y" -0.15308350824613
"SITTING" 15 "fBodyAcc-meanFreq()-Y" 0.0505085375937378
"SITTING" 16 "fBodyAcc-meanFreq()-Y" -0.0276434719766667
"SITTING" 17 "fBodyAcc-meanFreq()-Y" 0.00529992922366848
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-Y" 0.0142017941035714
"LAYING" 19 "fBodyAcc-meanFreq()-Y" 0.0911029771092553
"SITTING" 19 "fBodyAcc-meanFreq()-Y" -0.0045075476024359
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-Y" -0.0114411446707345
"LAYING" 21 "fBodyAcc-meanFreq()-Y" 0.0412761403403333
"LAYING" 22 "fBodyAcc-meanFreq()-Y" 0.0371992326304984
"LAYING" 23 "fBodyAcc-meanFreq()-Y" 0.0297877248998253
"WALKING_UPSTAIRS" 24 "fBodyAcc-meanFreq()-Y" -0.0176079240963255
"LAYING" 25 "fBodyAcc-meanFreq()-Y" -0.108650116189389
"LAYING" 26 "fBodyAcc-meanFreq()-Y" 0.0948057712618421
"WALKING" 26 "fBodyAcc-meanFreq()-Y" -0.00118123927333333
"WALKING" 27 "fBodyAcc-meanFreq()-Y" 0.0959656106490425
"WALKING" 28 "fBodyAcc-meanFreq()-Y" -0.0652270030997382
"WALKING" 29 "fBodyAcc-meanFreq()-Y" 0.128076957523023
"WALKING" 30 "fBodyAcc-meanFreq()-Y" -0.0835283411591842
"WALKING_DOWNSTAIRS" 30 "fBodyAcc-meanFreq()-Y" -0.197472694666667
"STANDING" 1 "fBodyAcc-meanFreq()-Z" 0.0583692776609798
"WALKING_DOWNSTAIRS" 2 "fBodyAcc-meanFreq()-Z" 0.087210586428
"STANDING" 3 "fBodyAcc-meanFreq()-Z" 0.00447261449052786
"WALKING_DOWNSTAIRS" 4 "fBodyAcc-meanFreq()-Z" -0.0164096855119621
"STANDING" 5 "fBodyAcc-meanFreq()-Z" 0.0062663175707947
"STANDING" 6 "fBodyAcc-meanFreq()-Z" 0.113046089288708
"STANDING" 7 "fBodyAcc-meanFreq()-Z" 0.0146620852844481
"STANDING" 8 "fBodyAcc-meanFreq()-Z" 0.0913951982033452
"WALKING_DOWNSTAIRS" 9 "fBodyAcc-meanFreq()-Z" -0.0304334227664236
"WALKING_DOWNSTAIRS" 10 "fBodyAcc-meanFreq()-Z" 0.150687015615519
"SITTING" 11 "fBodyAcc-meanFreq()-Z" 0.0497071630566242
"STANDING" 11 "fBodyAcc-meanFreq()-Z" 0.1399469435
"WALKING_DOWNSTAIRS" 12 "fBodyAcc-meanFreq()-Z" 0.0644108758287129
"WALKING_UPSTAIRS" 12 "fBodyAcc-meanFreq()-Z" 0.0766145662042373
"WALKING_UPSTAIRS" 13 "fBodyAcc-meanFreq()-Z" 0.0487260271941896
"SITTING" 14 "fBodyAcc-meanFreq()-Z" -0.107844299474303
"SITTING" 15 "fBodyAcc-meanFreq()-Z" 0.0424519595017988
"SITTING" 16 "fBodyAcc-meanFreq()-Z" 0.0278234635724863
"SITTING" 17 "fBodyAcc-meanFreq()-Z" 0.00755635803706522
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-Z" 0.0023794571910467
"LAYING" 19 "fBodyAcc-meanFreq()-Z" 0.196123712722269
"SITTING" 19 "fBodyAcc-meanFreq()-Z" 0.0311707027192308
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-Z" 0.0779615448683983
"LAYING" 21 "fBodyAcc-meanFreq()-Z" 0.0495520452825172
"LAYING" 22 "fBodyAcc-meanFreq()-Z" 0.0806295666361371
"LAYING" 23 "fBodyAcc-meanFreq()-Z" 0.0899843792518548
"WALKING_UPSTAIRS" 24 "fBodyAcc-meanFreq()-Z" 0.0812580797481102
"LAYING" 25 "fBodyAcc-meanFreq()-Z" -0.0744502098628851
"LAYING" 26 "fBodyAcc-meanFreq()-Z" 0.218123268171441
"WALKING" 26 "fBodyAcc-meanFreq()-Z" 0.09448995322125
"WALKING" 27 "fBodyAcc-meanFreq()-Z" 0.133213659481649
"WALKING" 28 "fBodyAcc-meanFreq()-Z" 0.0189878861753927
"WALKING" 29 "fBodyAcc-meanFreq()-Z" 0.0886270605992151
"WALKING" 30 "fBodyAcc-meanFreq()-Z" -0.0366845891535263
"WALKING_DOWNSTAIRS" 30 "fBodyAcc-meanFreq()-Z" -0.657587683333333
"STANDING" 1 "fBodyAccJerk-mean()-X" -0.547348892435764
"WALKING_DOWNSTAIRS" 2 "fBodyAccJerk-mean()-X" -0.561682049622185
"STANDING" 3 "fBodyAccJerk-mean()-X" -0.645893496630499
"WALKING_DOWNSTAIRS" 4 "fBodyAccJerk-mean()-X" -0.652023078038801
"STANDING" 5 "fBodyAccJerk-mean()-X" -0.604769869438742
"STANDING" 6 "fBodyAccJerk-mean()-X" -0.549394273848923
"STANDING" 7 "fBodyAccJerk-mean()-X" -0.637521940243831
"STANDING" 8 "fBodyAccJerk-mean()-X" -0.59163500910605
"WALKING_DOWNSTAIRS" 9 "fBodyAccJerk-mean()-X" -0.621377141312847
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk-mean()-X" -0.547243039827891
"SITTING" 11 "fBodyAccJerk-mean()-X" -0.674872244027389
"STANDING" 11 "fBodyAccJerk-mean()-X" -0.95938966
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk-mean()-X" -0.684606744475198
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-mean()-X" -0.452749316084746
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-mean()-X" -0.66008217407156
"SITTING" 14 "fBodyAccJerk-mean()-X" -0.654385009392879
"SITTING" 15 "fBodyAccJerk-mean()-X" -0.643469519361585
"SITTING" 16 "fBodyAccJerk-mean()-X" -0.744662041612022
"SITTING" 17 "fBodyAccJerk-mean()-X" -0.716681622653533
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-X" -0.750020077252747
"LAYING" 19 "fBodyAccJerk-mean()-X" -0.48421303958461
"SITTING" 19 "fBodyAccJerk-mean()-X" -0.987032099230769
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-X" -0.652264226931438
"LAYING" 21 "fBodyAccJerk-mean()-X" -0.71641413145049
"LAYING" 22 "fBodyAccJerk-mean()-X" -0.60425320237352
"LAYING" 23 "fBodyAccJerk-mean()-X" -0.617521836605645
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-mean()-X" -0.752245372493438
"LAYING" 25 "fBodyAccJerk-mean()-X" -0.804144642836186
"LAYING" 26 "fBodyAccJerk-mean()-X" -0.828885664342105
"WALKING" 26 "fBodyAccJerk-mean()-X" -0.617413920799583
"WALKING" 27 "fBodyAccJerk-mean()-X" -0.714554678365692
"WALKING" 28 "fBodyAccJerk-mean()-X" -0.686723799059424
"WALKING" 29 "fBodyAccJerk-mean()-X" -0.629875853152035
"WALKING" 30 "fBodyAccJerk-mean()-X" -0.687500175929737
"WALKING_DOWNSTAIRS" 30 "fBodyAccJerk-mean()-X" -0.407603166666667
"STANDING" 1 "fBodyAccJerk-mean()-Y" -0.507343617969859
"WALKING_DOWNSTAIRS" 2 "fBodyAccJerk-mean()-Y" -0.50890379901457
"STANDING" 3 "fBodyAccJerk-mean()-Y" -0.582949919157742
"WALKING_DOWNSTAIRS" 4 "fBodyAccJerk-mean()-Y" -0.601696223759495
"STANDING" 5 "fBodyAccJerk-mean()-Y" -0.550991969857417
"STANDING" 6 "fBodyAccJerk-mean()-Y" -0.503558973703692
"STANDING" 7 "fBodyAccJerk-mean()-Y" -0.641687333850227
"STANDING" 8 "fBodyAccJerk-mean()-Y" -0.495906215569395
"WALKING_DOWNSTAIRS" 9 "fBodyAccJerk-mean()-Y" -0.699766614569444
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk-mean()-Y" -0.555104553563503
"SITTING" 11 "fBodyAccJerk-mean()-Y" -0.630337497896497
"STANDING" 11 "fBodyAccJerk-mean()-Y" -0.95221363
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk-mean()-Y" -0.698571516796584
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-mean()-Y" -0.407656008120339
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-mean()-Y" -0.603340489937615
"SITTING" 14 "fBodyAccJerk-mean()-Y" -0.598699531399381
"SITTING" 15 "fBodyAccJerk-mean()-Y" -0.609408057377744
"SITTING" 16 "fBodyAccJerk-mean()-Y" -0.748627001551913
"SITTING" 17 "fBodyAccJerk-mean()-Y" -0.694754837788043
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-Y" -0.744113444532967
"LAYING" 19 "fBodyAccJerk-mean()-Y" -0.49177051765
"SITTING" 19 "fBodyAccJerk-mean()-Y" -0.976037100512821
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Y" -0.557791286001412
"LAYING" 21 "fBodyAccJerk-mean()-Y" -0.678615118728922
"LAYING" 22 "fBodyAccJerk-mean()-Y" -0.574318114038941
"LAYING" 23 "fBodyAccJerk-mean()-Y" -0.628231338392742
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-mean()-Y" -0.703641614506562
"LAYING" 25 "fBodyAccJerk-mean()-Y" -0.740570312249389
"LAYING" 26 "fBodyAccJerk-mean()-Y" -0.813670066978947
"WALKING" 26 "fBodyAccJerk-mean()-Y" -0.622662198304167
"WALKING" 27 "fBodyAccJerk-mean()-Y" -0.694509658473138
"WALKING" 28 "fBodyAccJerk-mean()-Y" -0.670718095926963
"WALKING" 29 "fBodyAccJerk-mean()-Y" -0.641289075786337
"WALKING" 30 "fBodyAccJerk-mean()-Y" -0.673531648002105
"WALKING_DOWNSTAIRS" 30 "fBodyAccJerk-mean()-Y" -0.436329856666667
"STANDING" 1 "fBodyAccJerk-mean()-Z" -0.695305113832853
"WALKING_DOWNSTAIRS" 2 "fBodyAccJerk-mean()-Z" -0.715745330403973
"STANDING" 3 "fBodyAccJerk-mean()-Z" -0.780101644193548
"WALKING_DOWNSTAIRS" 4 "fBodyAccJerk-mean()-Z" -0.825154871135647
"STANDING" 5 "fBodyAccJerk-mean()-Z" -0.768762357980132
"STANDING" 6 "fBodyAccJerk-mean()-Z" -0.720867157741538
"STANDING" 7 "fBodyAccJerk-mean()-Z" -0.642515716574286
"STANDING" 8 "fBodyAccJerk-mean()-Z" -0.644285802406762
"WALKING_DOWNSTAIRS" 9 "fBodyAccJerk-mean()-Z" -0.702931927996528
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk-mean()-Z" -0.721689700769728
"SITTING" 11 "fBodyAccJerk-mean()-Z" -0.824589228503185
"STANDING" 11 "fBodyAccJerk-mean()-Z" -0.97790638
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk-mean()-Z" -0.775572509653465
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-mean()-Z" -0.775176775169492
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-mean()-Z" -0.710831730361468
"SITTING" 14 "fBodyAccJerk-mean()-Z" -0.618712162187307
"SITTING" 15 "fBodyAccJerk-mean()-Z" -0.805543465588415
"SITTING" 16 "fBodyAccJerk-mean()-Z" -0.752302172079235
"SITTING" 17 "fBodyAccJerk-mean()-Z" -0.802528785896739
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-Z" -0.833032083021978
"LAYING" 19 "fBodyAccJerk-mean()-Z" -0.596987771010638
"SITTING" 19 "fBodyAccJerk-mean()-Z" -0.984388027179487
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Z" -0.732835648957627
"LAYING" 21 "fBodyAccJerk-mean()-Z" -0.767351986555392
"LAYING" 22 "fBodyAccJerk-mean()-Z" -0.739701808286604
"LAYING" 23 "fBodyAccJerk-mean()-Z" -0.578870810235484
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-mean()-Z" -0.719655747391076
"LAYING" 25 "fBodyAccJerk-mean()-Z" -0.849504849486553
"LAYING" 26 "fBodyAccJerk-mean()-Z" -0.841140613026316
"WALKING" 26 "fBodyAccJerk-mean()-Z" -0.724234254125
"WALKING" 27 "fBodyAccJerk-mean()-Z" -0.76857445225266
"WALKING" 28 "fBodyAccJerk-mean()-Z" -0.779061720358639
"WALKING" 29 "fBodyAccJerk-mean()-Z" -0.768433928313954
"WALKING" 30 "fBodyAccJerk-mean()-Z" -0.756194273026316
"WALKING_DOWNSTAIRS" 30 "fBodyAccJerk-mean()-Z" -0.658904583333333
"STANDING" 1 "fBodyAccJerk-meanFreq()-X" -0.0488005965884726
"WALKING_DOWNSTAIRS" 2 "fBodyAccJerk-meanFreq()-X" 0.0868000536209801
"STANDING" 3 "fBodyAccJerk-meanFreq()-X" -0.0476941200470968
"WALKING_DOWNSTAIRS" 4 "fBodyAccJerk-meanFreq()-X" -0.000543991796466877
"STANDING" 5 "fBodyAccJerk-meanFreq()-X" -0.10292084499106
"STANDING" 6 "fBodyAccJerk-meanFreq()-X" -0.0956140259974462
"STANDING" 7 "fBodyAccJerk-meanFreq()-X" -0.11978430017462
"STANDING" 8 "fBodyAccJerk-meanFreq()-X" 0.0212336768810676
"WALKING_DOWNSTAIRS" 9 "fBodyAccJerk-meanFreq()-X" -0.219176266215278
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk-meanFreq()-X" -0.0313012983494898
"SITTING" 11 "fBodyAccJerk-meanFreq()-X" -0.0899135359938854
"STANDING" 11 "fBodyAccJerk-meanFreq()-X" 0.30319733
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk-meanFreq()-X" 0.0114876908823762
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-meanFreq()-X" -0.146092119686441
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-meanFreq()-X" -0.0241961823456881
"SITTING" 14 "fBodyAccJerk-meanFreq()-X" -0.148657336754489
"SITTING" 15 "fBodyAccJerk-meanFreq()-X" -0.0490273566650701
"SITTING" 16 "fBodyAccJerk-meanFreq()-X" -0.0318889109278689
"SITTING" 17 "fBodyAccJerk-meanFreq()-X" -0.0799059758048913
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-meanFreq()-X" -0.0691387922027473
"LAYING" 19 "fBodyAccJerk-meanFreq()-X" -0.0467452440102837
"SITTING" 19 "fBodyAccJerk-meanFreq()-X" 0.181181249433333
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-meanFreq()-X" -0.0946565249276271
"LAYING" 21 "fBodyAccJerk-meanFreq()-X" 0.0168697571497059
"LAYING" 22 "fBodyAccJerk-meanFreq()-X" 0.0665521438309969
"LAYING" 23 "fBodyAccJerk-meanFreq()-X" 0.0173580639424731
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-meanFreq()-X" -0.0570423475325459
"LAYING" 25 "fBodyAccJerk-meanFreq()-X" -0.110793009529829
"LAYING" 26 "fBodyAccJerk-meanFreq()-X" 0.0681328708618421
"WALKING" 26 "fBodyAccJerk-meanFreq()-X" -0.08208893318875
"WALKING" 27 "fBodyAccJerk-meanFreq()-X" -0.010461749626117
"WALKING" 28 "fBodyAccJerk-meanFreq()-X" -0.034209736104712
"WALKING" 29 "fBodyAccJerk-meanFreq()-X" 0.0107764076990698
"WALKING" 30 "fBodyAccJerk-meanFreq()-X" -0.130208280202632
"WALKING_DOWNSTAIRS" 30 "fBodyAccJerk-meanFreq()-X" -0.314264803333333
"STANDING" 1 "fBodyAccJerk-meanFreq()-Y" -0.21527915818415
"WALKING_DOWNSTAIRS" 2 "fBodyAccJerk-meanFreq()-Y" -0.139776595362185
"STANDING" 3 "fBodyAccJerk-meanFreq()-Y" -0.236874240885924
"WALKING_DOWNSTAIRS" 4 "fBodyAccJerk-meanFreq()-Y" -0.180584111376656
"STANDING" 5 "fBodyAccJerk-meanFreq()-Y" -0.27429092242043
"STANDING" 6 "fBodyAccJerk-meanFreq()-Y" -0.305422668448923
"STANDING" 7 "fBodyAccJerk-meanFreq()-Y" -0.239501714015909
"STANDING" 8 "fBodyAccJerk-meanFreq()-Y" -0.169061574411388
"WALKING_DOWNSTAIRS" 9 "fBodyAccJerk-meanFreq()-Y" -0.296107744084757
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk-meanFreq()-Y" -0.148940675963605
"SITTING" 11 "fBodyAccJerk-meanFreq()-Y" -0.246567249067197
"STANDING" 11 "fBodyAccJerk-meanFreq()-Y" 0.384587745
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk-meanFreq()-Y" -0.190761056455941
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-meanFreq()-Y" -0.2285457715
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-meanFreq()-Y" -0.238328546685321
"SITTING" 14 "fBodyAccJerk-meanFreq()-Y" -0.305355379229102
"SITTING" 15 "fBodyAccJerk-meanFreq()-Y" -0.197408729697561
"SITTING" 16 "fBodyAccJerk-meanFreq()-Y" -0.194511969031749
"SITTING" 17 "fBodyAccJerk-meanFreq()-Y" -0.161634762970163
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-meanFreq()-Y" -0.211800163516401
"LAYING" 19 "fBodyAccJerk-meanFreq()-Y" -0.191842633635957
"SITTING" 19 "fBodyAccJerk-meanFreq()-Y" -0.0485116913358974
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-meanFreq()-Y" -0.295851375876469
"LAYING" 21 "fBodyAccJerk-meanFreq()-Y" -0.161814485722304
"LAYING" 22 "fBodyAccJerk-meanFreq()-Y" -0.178425080835514
"LAYING" 23 "fBodyAccJerk-meanFreq()-Y" -0.124670179855
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-meanFreq()-Y" -0.23113163252252
"LAYING" 25 "fBodyAccJerk-meanFreq()-Y" -0.347751351072054
"LAYING" 26 "fBodyAccJerk-meanFreq()-Y" -0.0472420939210526
"WALKING" 26 "fBodyAccJerk-meanFreq()-Y" -0.245973813584792
"WALKING" 27 "fBodyAccJerk-meanFreq()-Y" -0.115922114097074
"WALKING" 28 "fBodyAccJerk-meanFreq()-Y" -0.277563092237149
"WALKING" 29 "fBodyAccJerk-meanFreq()-Y" -0.0815611305061628
"WALKING" 30 "fBodyAccJerk-meanFreq()-Y" -0.293436256980316
"WALKING_DOWNSTAIRS" 30 "fBodyAccJerk-meanFreq()-Y" -0.384343106666667
"STANDING" 1 "fBodyAccJerk-meanFreq()-Z" -0.0964496376997118
"WALKING_DOWNSTAIRS" 2 "fBodyAccJerk-meanFreq()-Z" -0.0942651868218543
"STANDING" 3 "fBodyAccJerk-meanFreq()-Z" -0.193657539305073
"WALKING_DOWNSTAIRS" 4 "fBodyAccJerk-meanFreq()-Z" -0.110565549338486
"STANDING" 5 "fBodyAccJerk-meanFreq()-Z" -0.163706246351656
